Trading Name,Trading Code,RIC,Mkt Cap ($M),Tot. Rev ($M),P/E,Yield (%),Sector,GTI Score
Vibrant Group,BIP,VIBR.SI,71.191,145.15,,,Transportation,46
VibroPower,BJD,VIBO.SI,4.785,,,,Industrial Goods,69
VICOM Ltd,WJP,VCOM.SI,769.413,86.452,31.42,2.87,Industrial & Commercial Services,
Vicplas Intl,569,VICP.SI,130.149,98.199,17.19,1.47,Healthcare Services,52
Viking Offshore,557,VIKO.SI,4.35,17.416,,,Energy - Fossil Fuels,71
Vividthree,OMK,VIVI.SI,17.035,2.995,,,Cyclical Consumer Services,46
Wee Hur,E3B,WHHL.SI,196.542,189.945,6.78,2.38,Industrial & Commercial Services,63
Willas-Array,BDR,0854.HK,276.923,3401.36,5.84,,Technology Equipment,72
Wilmar Intl,F34,WLIL.SI,35023.984,67412.852,16.99,2.38,Food & Beverages,78
Wilton Resources,5F7,WILT.SI,74.488,0.474,,,Mineral Resources,61
Wing Tai,W05,WTHS.SI,1548.158,430.949,138.1,1.54,Real Estate,91
Winmark Inv,40R,WINM.SI,159.423,4.23,,,Industrial & Commercial Services,15
Wong Fong Ind,1A1,WONG.SI,38.775,,,3.15,Industrial Goods,67
World Class Gbl,1E6,WORL.SI,108.073,,,,Real Estate,62
World Precision,B49,WPML.SI,148.027,210.628,19.78,4.16,Industrial Goods,56
XMH,BQF,XMHL.SI,13.742,53.313,,,Industrial Goods,64
Y Ventures,1F1,YVEN.SI,17.64,46.722,16.99,,Software & IT Services,67
Yamada Green Res,BJV,YAMR.SI,57.56,13.211,,,Food & Beverages,33
Yanlord Land,Z25,YNLG.SI,2475.354,4894.176,4.63,5.35,Real Estate,58
Yeo Hiap Seng,Y03,YHSS.SI,527.719,321.868,,2.2,Food & Beverages,73
YHI Intl,BPF,YHII.SI,146.148,422.795,7.61,6.6,Automobiles & Auto Parts,61
Yinda Infocomm,42F,YIND.SI,93.854,6.165,,,Telecommunications Services,68
Ying Li Intl,5DM,YING.SI,204.601,47.275,,,Real Estate,66
Yoma Strategic,Z59,YOMA.SI,310.985,137.9,,,Real Estate,101
Yongmao,BKX,YNMH.SI,57.698,160.636,8.48,1.54,Industrial Goods,64
Yongnam,AXB,YNAM.SI,44.421,92.85,,,Industrial & Commercial Services,71
Yunnan Energy,T43,1298.HK,440.699,60.988,,,Technology Equipment,43
YuuZoo Networks,AFC,YUUZ.SI,29.105,15.733,,,Software & IT Services,-12
YZJ Shipbldg CNY,SO7,,,,,,,
YZJ Shipbldg SGD,BS6,YAZG.SI,5167.26,3036.857,9.87,3.46,Industrial Goods,74
Zheneng Jinjiang,BWM,ZHEN.SI,610.804,,,,Industrial & Commercial Services,70
Zhongmin Baihui,5SR,ZBRG.SI,149.231,251.734,12.75,3.95,Retailers,63
Zhongxin Fruit,5EG,ZHON.SI,36.948,23.579,,,Food & Beverages,52
ZICO Hldgs,40W,ZICO.SI,29.541,,,,Banking & Investment Services,64
